,Date (GMT),Facebook Page,Post ID,Post Type,Post_Message,Tags,Campaign,Comments,Engaged Users,Engagement Rate,Reach,Reactions,Shares,Video Views
91,2019-05-10 14:43:18,Canadian Innovation,136461090093520_431089180789616,Video,LIVE: Minister Bains at Google’s #GoNorth event | EN DIRECT: Le discours du ministre Bains à l’événement #GoNorth de Google,,,7,151,0.065114,2319,27,6,766
92,2019-02-12 17:35:01,Canadian Innovation,136461090093520_356587881861617,Video,LIVE: Min Bains on building a nation of innovators | EN DIRECT: Le min. Bains parle de bâtir une société innovante,,,6,300,0.056497,5310,27,15,1269
93,2019-06-12 17:15:04,Canadian Innovation,136461090093520_2366304940307932,Video,LIVE: Min. Bains at MindBridge Analytics |EN DIRECT: Le ministre Bains à MindBridge Analytics,,,3,179,0.088308,2027,27,4,635
94,2019-07-09 15:53:54,Canadian Innovation,136461090093520_2255079228076376,Video,LIVE: Announcing innovation investment at Woodbridge Foam Corporation | EN DIRECT: Annonce d’investissement dans la Woodbridge Foam Corp.,,,1,147,0.054974,2674,27,6,715
95,2019-05-21 20:30:56,Canadian Innovation,136461090093520_1819659244847292,Video,Min. Bains launches 🇨🇦’s first #DigitalCharter in efforts to build a #digitaleconomy that works for all Cdns http://ow.ly/ChEw50ulEvI,,,0,85,0.042929,1980,27,10,482
96,2019-08-27 16:51:39,Canada Business,244892072221776_437930870138727,Video,LIVE: Minister Ng announces investments to support #youthentrepreneurs  EN DIRECT : La ministre Ng announce des investissements à l’appui des #jeunesentrepreneurs,,,9,120,0.07088,1693,26,4,448
97,2019-08-29 15:30:10,Canada Business,244892072221776_2627947240582902,Photo,"Juliana MacEwen is a Futurpreneur Canada Mentorship Award winner. She’s been recognized for her patience, keen insight and ability to build confidence in fellow women entrepreneurs. 👏  https://www.futurpreneur.ca/en/futurpreneur-awards-2018/",,,9,57,0.047069,1211,26,1,0
98,2019-08-22 18:00:25,Canada Business,244892072221776_2615117611865865,Photo,"Today, Minister Ng announced a major investment in women-owned and -led companies through the Women Entrepreneurship Fund. This direct investment in #womenentrepreneurs will help them #scaleup their businesses and access new markets. https://www.canada.ca/en/innovation-science-economic-development/news/2019/08/minister-ng-announces-women-entrepreneurship-strategy-investments2.html",,,8,163,0.060125,2711,26,7,0
99,2019-02-27 14:19:16,Canadian Innovation,136461090093520_610221919404862,Video,🎥🔴Watch Live: Minister Bains makes major FedDev Ontario announcement to support a stronger southern Ontario  🎥🔴Regardez en direct : Le ministre Bains fait une annonce importante sur FedDev Ontario pour appuyer un sud de l’Ontario plus fort,,,4,177,0.097093,1823,26,8,768
100,2019-07-02 19:28:08,Canadian Innovation,136461090093520_567011537038471,Photo,Canadians know #highspeedInternet access is no longer a luxury; it’s a necessity for success. That’s why the Government of 🇨🇦 launched #Connectivity #RuralOpportunity. Learn more: http://ow.ly/9lP050uS2J1,,,0,35,0.045872,763,26,6,0
101,2019-02-15 20:11:27,Canadian Innovation,136461090093520_499702270436065,Photo,"Together we can ensure #Canada provides the highest quality of #IP support to grow businesses and create good middle-class jobs.   Today, Minister Bains invited talented Canadians from diverse backgrounds to apply to join the Board of Directors that oversees the new college of #IP agents. #IPstrategy http://ow.ly/LK0830nIAXG",,,0,40,0.054945,728,26,3,0
102,2019-02-08 16:30:19,Canadian Innovation,136461090093520_496232864116339,Photo,Minister Bains was at @uofguelph to celebrate its new #infrastructure projects across campus that will support the next generation of leading-edge research. These were funded under the #GoC’s Post-Secondary Institutions Strategic Investment Fund. http://ow.ly/JMo130nDc92,,,5,35,0.054432,643,26,0,0
103,2019-07-08 15:13:56,Canada Business,244892072221776_2533962973314663,Photo,"Canada is one of the best places in the world to start a #business. Check out Government of Canada programs that can help small businesses start up, scale up and access new markets.  http://ow.ly/VdzP50uVDmV",,,13,82,0.054997,1491,25,5,0
104,2019-07-30 15:45:05,Canadian Innovation,136461090093520_582150652191226,Link,"For #business owners, protecting intellectual property is extremely important.   Patents, copyrights, trademarks and registered industrial designs can give them a significant competitive advantage. The #IPStrategy is part of Canada’s #DigitalCharter in action: http://ow.ly/nkm850vgVhS",,,1,55,0.053191,1034,25,8,0
105,2019-07-18 17:33:43,Canadian Innovation,136461090093520_575527746186850,Photo,"Rural Canadians said their one of their top priorities are #broadband and #connectivity. Canada’s #Connectivity Strategy is the Government’s plan to ensure that, over time, all Canadians will have access to affordable high-speed Internet, no matter where they live.   Today, the Honourable Bernadette Jordan, Minister of Rural Economic Development, announced funding for new or improved high-speed Internet access for the communities of Mountain View and Glasgow Station, Ontario. This funding will enable residents of those communities to connect with family and friends, do business online, participate in distance education and take advantage of the opportunities afforded by the digital age. http://ow.ly/bDyS50v5dG0 #ConnectToInnovate #HighSpeedInternet #RuralOpportunity",,,4,40,0.052016,769,25,3,0
107,2019-05-13 18:16:33,Canadian Innovation,136461090093520_539354786470813,Photo,"Join us this Thursday, May 16 at 12 p.m. (ET) as we host Canada’s 28th Governor General, the Right Honourable David Johnston, for an exclusive sit-down chat! Tune in for an engaging conversation about Canadian innovation and Mr. Johnston’s published works. Don’t miss out!",,,1,61,0.051304,1189,25,6,0
109,2019-02-27 17:15:06,Canadian Innovation,136461090093520_505002696572689,Photo,The next step in the Government of Canada’s #IPstrategy is here! This is your chance to lead the development of Canada’s new Patent Collective pilot program and help #SMEs better harness #IP to grow their businesses. Apply today: Canada.ca/patent-collective,,,0,36,0.054545,660,25,2,0
110,2019-08-15 14:10:48,Canadian Science,126081027444465_394110687959199,Video,LIVE: Ministers Duncan and Morneau at Ryerson University | EN DIRECT: Les ministres Duncan et Morneau à Ryerson University,,,14,604,0.058984,10240,25,21,3175
111,2019-02-12 00:00:14,Canada Business,244892072221776_2289485661095730,Photo,"With its 9% small business tax rate, one of the lowest in the world, why wouldn’t you want to do business in Canada? http://ow.ly/kzBO30nFcXS",,,9,128,0.052805,2424,24,6,0
112,2019-08-06 15:10:46,Canadian Innovation,136461090093520_586009111805380,Photo,"Are you an entrepreneur seeking IP advice? The Government of Canada announced support for IP legal clinics at @umontreal, @yorkuniversity, @UWindsor and @uottawa. The grants received by these four universities will help make pro bono or low-cost IP legal services more accessible to Canadian businesses, creators, entrepreneurs and innovators. #IPstrategy http://ow.ly/vRSo50vpA6C",,,1,78,0.037464,2082,24,3,0
113,2019-07-19 18:10:41,Canadian Innovation,136461090093520_576132019459756,Photo,"In the face of global economic challenges, the Government of Canada is continuing to invest in innovation in Canada’s steel industry to create well-paying middle-class jobs and ensure this sector continue to thrive in a competitive global market.  Today, Min. Lametti announced #StrategicInnovationFund investment  in Nova Tube in Montreal to support hard-working #Canadian #steel workers. http://ow.ly/5bfm50v6a0I",,,3,38,0.05,760,24,2,0
114,2019-06-10 13:30:10,Canadian Innovation,136461090093520_554220051650953,Status,Happy National Public Service Week! This is the week we make a little extra effort in showing love and appreciation to all our fellow public servants. Show some love to anyone you know who has dedicated themselves to serving the public. #NPSW,,,1,39,0.058647,665,24,0,0
115,2019-05-20 19:01:20,Canadian Innovation,136461090093520_543148226091469,Photo,$9 for a head of broccoli? 🥦 $14 for a package of strawberries? 🍓  Shipping produce to Canada’s North makes food quite expensive and can often discourage people from choosing healthier options.   Tune in to #InnovationLive🎥 tomorrow to find out how The Growcer is helping northern communities grow their own affordable produce!,,,2,61,0.053275,1145,24,7,0
116,2019-03-26 19:06:17,Canadian Innovation,136461090093520_516382345434724,Photo,"The Government of Canada, through its #CanCode program, is setting up young Canadians to succeed and ensure they have the right skills for the jobs of tomorrow.  Today, the Honourable Navdeep Bains, Minister of Innovation, Science and Economic Development, was in Mississauga to announce new funding for the program that will give 4.8 million more Canadian students the opportunity to learn digital skills and provide 160,000 Canadian teachers with training by March 2024.",,,2,40,0.051948,770,24,4,0
118,2019-02-11 16:40:02,Canadian Innovation,136461090093520_242812253295903,Video,Watch Live: Minister Bains and MP Alghabra announce support for entrepreneurship and innovation today at Sheridan College // Regardez en direct : Le ministre Bains et le député Alghabra annoncent aujourd’hui un soutien pour  l’entrepreneuriat et l’innovation au Sheridan College,,,6,65,0.076112,854,24,2,261
119,2019-05-22 17:16:46,Canadian Innovation,136461090093520_2346334072358757,Video,LIVE: Min. Bains at @CollisionHQ  #DigitalCharter| EN DIRECT : Le ministre Bains à @CollisionHQ #Chartedunumérique,,,1,127,0.059235,2144,24,8,469
120,2019-06-28 12:53:45,Canadian Innovation,136461090093520_201807254070285,Video,LIVE: Min Bains announcing a @CanadaOCS milestone | EN DIRECT: Annonce par le min. Bains d’une etape importante pour @CanadaOSC,,,3,0,0.0,0,24,5,0
121,2019-04-25 15:33:12,Canadian Science,126081027444465_2418274361558442,Photo,"Congratulations to the winners of this year’s #STEAMHorizon Awards! These awards celebrate the important achievements of Canada’s young people in the STEAM fields: science, technology, engineering, arts and mathematics. http://ow.ly/PEsG30oxmYQ #ChooseScience",,,0,147,0.037625,3907,24,10,0
122,2019-01-01 15:00:58,Entreprises Canada,106585486115074_1994139730692964,Photo,"#BonneAnnée2019! Meilleurs vœux de santé et de joie. Suivez nos comptes Facebook, Twitter, Instagram et LinkedIn pour rester au fait de ce qui se passera à #ISDE cette année: Innovation canadienne Science canadienne Entreprises Canada @TourismeCDN (TW)",,,2,63,0.049921,1262,24,3,0
123,2019-08-02 20:00:56,Canadian Innovation,136461090093520_583895208683437,Photo,Having shorter wait times for medical procedures is a priority for Canadians! The Digital Technology Supercluster’s ongoing project with MetaOptima Technology and other partners is using tele-imaging and AI to reduce wait times for skin cancer patients. #superclusters #cdninnovation,,,1,40,0.035651,1122,23,7,0
125,2019-05-23 15:35:21,Canadian Innovation,136461090093520_544561489283476,Photo,"Minister Bains talked about Canada’s new #DigitalCharter at C2 Montréal today to assure Canadians of the integrity, authenticity, and security of the digital services they use. http://ow.ly/Kgl650unPyx",,,0,34,0.05175,657,23,6,0
126,2019-05-21 19:57:16,Canadian Innovation,136461090093520_543647649374860,Photo,The Government of Canada is committed to fostering #cdninnovation in our #health and #biosciences sectors. These investments are enabling the creation of well-paying middle-class jobs and ensuring this industry continues to compete in a global market. http://ow.ly/lJw350ulEYi #StrategicInnovationFund,,,1,33,0.043593,757,23,3,0
127,2019-05-17 16:33:05,Canadian Innovation,136461090093520_541486759590949,Photo,"Today, Minister Garneau, on behalf of Minister Bains, announced funding for the Atwater Library and Computer Centre through the #GoC’s Digital Literacy Exchange Program. The program helps make sure that all Canadians are equipped with the right skills to safely tap into the wealth of information and opportunities found online. #DigitalSkills http://ow.ly/D4N350ugrEw",,,0,28,0.047863,585,23,3,0
128,2019-05-16 17:02:05,Canadian Innovation,136461090093520_540971302975828,Link,International Panel on Artificial Intelligence will help ensure that the economic and social benefits of #AI are shared by all citizens. ow.ly/U7sT101ANJk,,,2,44,0.049494,889,23,6,0
129,2019-05-09 19:30:07,Canadian Innovation,136461090093520_537391626667129,Link,"Tune in to our live stream tomorrow at 10 a.m.! Minister Bains will be at the Go North–Inspiring Future Innovators event at the @universitytoronto to talk to 1,300 #Ontario students in grades 4 to 8 about why it’s important to learn how to code, work with digital content and analyze data. #DigitalSkills #CanCode http://ow.ly/VXBT50u5u0L",,,1,40,0.049444,809,23,2,0
130,2019-05-03 16:19:56,Canadian Innovation,136461090093520_534424843630474,Photo,"The Government of Canada, through its #ConnectToInnovate program, will invest $500 million by 2021 to bring high-speed Internet to rural and remote communities in #Canada.  Today, Minister Bibeau was in Coaticook to celebrate the signing of the final agreement for the Regional County Municipality of Coaticook high-speed Internet project. This project will enable residents of the region of Estrie to connect with family and friends, do business online, participate in distance education and take advantage of the opportunities afforded by the digital age. http://ow.ly/E4Cj50tWxcn",,,3,33,0.061914,533,23,3,0
131,2019-04-26 16:57:22,Canadian Innovation,136461090093520_531066527299639,Photo,The Government of Canada is committed to fostering #innovation in our oil and gas industry. This investment is enabling the creation of well-paying middle-class jobs and ensuring this industry continues to compete in the global market. http://ow.ly/edtn50smvHs #StrategicInnovationFund,,,1,33,0.047143,700,23,5,0
